"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
4.306925537E2,6.505828071E1,2.547616891E1,1.886581549E1,1.549999952E0,3.379999924E1,3.790092468E0,2.600851297E0
4.316795605E2,6.505829086E1,2.547619534E1,1.924459876E1,1.519999981E0,3.870000076E1,3.790092468E0,2.500000000E0
4.326862875E2,6.505830109E1,2.547621947E1,1.924197307E1,1.509999990E0,4.129999924E1,3.790092468E0,2.500000000E0
4.336822235E2,6.505831168E1,2.547624079E1,1.866463990E1,1.519999981E0,3.709999847E1,3.790092468E0,2.500000000E0
4.346925343E2,6.505832284E1,2.547625944E1,1.871450349E1,1.539999962E0,3.060000038E1,3.790092468E0,2.533195734E0
4.356868570E2,6.505833550E1,2.547627312E1,1.846266920E1,1.509999990E0,2.660000038E1,3.790092468E0,2.519385099E0
4.366919598E2,6.505834880E1,2.547628546E1,1.851301958E1,1.529999971E0,2.839999962E1,3.790092468E0,2.530785561E0
4.376906270E2,6.505836230E1,2.547629477E1,1.903443889E1,1.519999981E0,2.420000076E1,3.790092468E0,2.642660379E0
4.386927136E2,6.505837582E1,2.547630289E1,1.923182242E1,1.500000000E0,2.479999924E1,3.790092468E0,2.570536375E0
4.397002379E2,6.505838857E1,2.547631416E1,1.938147709E1,1.509999990E0,2.870000076E1,3.790092468E0,2.666273594E0
4.406837865E2,6.505840117E1,2.547632439E1,1.976355357E1,1.490000010E0,3.000000000E1,3.790092468E0,2.916524649E0
4.416867834E2,6.505841256E1,2.547633817E1,1.989459331E1,1.470000029E0,3.770000076E1,3.790092468E0,2.942471027E0
4.426796070E2,6.505842281E1,2.547635385E1,2.013476453E1,1.450000048E0,3.060000038E1,3.790092468E0,2.922109842E0
4.436850417E2,6.505843326E1,2.547636779E1,1.978374897E1,1.429999948E0,3.590000153E1,3.790092468E0,2.823496342E0
4.446853207E2,6.505844444E1,2.547638367E1,1.981554585E1,1.440000057E0,3.490000153E1,3.790092468E0,2.550798416E0
4.456921019E2,6.505845542E1,2.547640292E1,1.982610293E1,1.440000057E0,3.859999847E1,3.790092468E0,2.504860640E0
4.466885881E2,6.505846612E1,2.547642254E1,2.006560304E1,1.450000048E0,3.820000076E1,3.790092468E0,2.623191118E0
4.476903388E2,6.505847704E1,2.547644264E1,2.088396054E1,1.460000038E0,3.640000153E1,3.790092468E0,2.744007826E0
4.486918295E2,6.505848796E1,2.547646034E1,2.000926357E1,1.320000052E0,3.509999847E1,3.790092468E0,2.500000000E0
4.496946718E2,6.505850085E1,2.547647121E1,2.006120086E1,1.519999981E0,1.620000076E1,3.790092468E0,2.500000000E0
4.506870493E2,6.505851397E1,2.547648096E1,1.951041578E1,1.429999948E0,2.329999924E1,3.790092468E0,2.500000000E0
4.516890743E2,6.505852772E1,2.547649316E1,1.914090514E1,1.559999943E0,2.479999924E1,3.790092468E0,2.500000000E0
4.526912124E2,6.505854038E1,2.547650827E1,1.949783566E1,1.409999967E0,2.939999962E1,3.790092468E0,2.500000000E0
4.536873350E2,6.505855216E1,2.547652729E1,1.950961312E1,1.360000014E0,3.470000076E1,3.790092468E0,2.500000000E0
4.546885410E2,6.505856437E1,2.547654449E1,1.943258408E1,1.429999948E0,3.100000000E1,3.790092468E0,2.500000000E0
4.556906220E2,6.505857536E1,2.547656664E1,1.952144959E1,1.460000038E0,4.379999924E1,3.790092468E0,2.500000000E0
4.566875420E2,6.505858661E1,2.547658820E1,1.979512940E1,1.490000010E0,3.790000153E1,3.790092468E0,2.500000000E0
4.576882418E2,6.505859603E1,2.547661316E1,1.908376387E1,1.509999990E0,4.909999847E1,3.790092468E0,2.500000000E0
4.586918210E2,6.505860480E1,2.547663846E1,1.880666376E1,1.490000010E0,4.359999847E1,3.790092468E0,2.595383406E0
4.596897434E2,6.505861403E1,2.547666066E1,1.836519547E1,1.450000048E0,4.120000076E1,3.790092468E0,2.506509542E0
4.606802791E2,6.505862301E1,2.547668237E1,1.795363444E1,1.500000000E0,3.820000076E1,3.790092468E0,2.500000000E0
4.616795576E2,6.505863276E1,2.547670518E1,1.765950488E1,1.590000033E0,4.009999847E1,3.790092468E0,2.500000000E0
4.626977052E2,6.505864182E1,2.547672866E1,1.793245330E1,1.539999962E0,4.490000153E1,3.790092468E0,2.500000000E0
4.636835772E2,6.505865025E1,2.547675483E1,1.807387148E1,1.629999995E0,4.800000000E1,3.790092468E0,2.500000000E0
4.646866225E2,6.505865870E1,2.547677983E1,1.798488181E1,1.539999962E0,4.750000000E1,3.790092468E0,2.500000000E0
4.656904679E2,6.505866682E1,2.547680613E1,1.792750862E1,1.649999976E0,5.190000153E1,3.790092468E0,2.500000000E0
4.666908702E2,6.505867526E1,2.547683050E1,1.763026694E1,1.600000024E0,4.950000000E1,3.790092468E0,2.500000000E0
4.676897158E2,6.505868355E1,2.547685377E1,1.739583037E1,1.590000033E0,5.059999847E1,3.790092468E0,2.500000000E0
4.686821385E2,6.505869123E1,2.547687806E1,1.710371591E1,1.600000024E0,5.629999924E1,3.790092468E0,2.500000000E0
4.696852628E2,6.505869895E1,2.547690257E1,1.711799795E1,1.629999995E0,5.450000000E1,3.790092468E0,2.500000000E0
4.706820524E2,6.505870658E1,2.547692814E1,1.707759264E1,1.629999995E0,5.620000076E1,3.790092468E0,2.500000000E0
4.716901878E2,6.505871420E1,2.547695325E1,1.694844216E1,1.629999995E0,5.470000076E1,3.790092468E0,2.500000000E0
4.726816838E2,6.505872194E1,2.547697692E1,1.690254344E1,1.529999971E0,5.400000000E1,3.790092468E0,2.500000000E0
4.736848486E2,6.505873053E1,2.547699896E1,1.689869744E1,1.539999962E0,4.659999847E1,3.790092468E0,2.500000000E0
4.746829787E2,6.505873957E1,2.547702120E1,1.714009055E1,1.440000057E0,4.829999924E1,3.790092468E0,2.500000000E0
4.756929487E2,6.505874923E1,2.547704398E1,1.717341464E1,1.490000010E0,4.740000153E1,3.790092468E0,2.500000000E0
4.766851747E2,6.505876002E1,2.547706567E1,1.779987784E1,1.450000048E0,4.529999924E1,3.790092468E0,2.500000000E0
4.776781511E2,6.505877094E1,2.547708422E1,1.808686311E1,1.470000029E0,4.100000000E1,3.790092468E0,2.500000000E0
4.786865567E2,6.505878178E1,2.547710307E1,1.764325762E1,1.450000048E0,4.409999847E1,3.790092468E0,2.500000000E0
4.796814262E2,6.505879298E1,2.547712001E1,1.779944427E1,1.500000000E0,3.920000076E1,3.790092468E0,2.500000000E0
4.806882945E2,6.505880346E1,2.547713834E1,1.750232323E1,1.529999971E0,3.920000076E1,3.790092468E0,2.500000000E0
4.816884125E2,6.505881397E1,2.547715712E1,1.742889608E1,1.480000019E0,3.979999924E1,3.790092468E0,2.500000000E0
4.826824837E2,6.505882439E1,2.547717657E1,1.734313994E1,1.600000024E0,3.890000153E1,3.790092468E0,2.500000000E0
4.836831265E2,6.505883455E1,2.547719713E1,1.706762571E1,1.549999952E0,4.059999847E1,3.790092468E0,2.500000000E0
4.846831655E2,6.505884526E1,2.547721543E1,1.668932783E1,1.580000043E0,3.529999924E1,3.790092468E0,2.500000000E0
4.856872701E2,6.505885513E1,2.547723468E1,1.666833017E1,1.460000038E0,4.690000153E1,3.790092468E0,2.500000000E0
4.866867016E2,6.505886373E1,2.547725617E1,1.667156419E1,1.470000029E0,5.000000000E1,3.790092468E0,2.500000000E0
